,popularity
112896,0
28308,33
5394,3
56401,0
54019,45
122405,54
143724,0
67633,36
76353,9
117359,29
146122,7
90548,57
167043,23
113822,27
139320,1
146363,8
54481,0
89275,36
53153,44
90057,0
100308,28
23231,2
72004,44
80584,0
89339,40
168974,32
115928,27
76241,7
129232,0
67077,30
88433,56
47528,43
126694,13
85750,33
144888,0
9649,45
80927,8
40216,0
89120,42
139043,49
53967,48
53339,48
143483,0
41158,0
36009,0
41803,0
71379,43
118864,24
59960,0
52274,43
7154,44
165755,22
57951,17
152371,37
43758,0
44920,5
25985,6
134043,23
24140,0
93277,7
82492,22
95358,0
76601,9
157876,0
119120,27
124482,65
139528,37
120098,35
122137,37
66693,31
173869,69
99440,19
131954,20
28913,38
59208,0
97280,0
115412,12
87140,32
118213,29
154399,46
38369,9
162507,11
32231,49
140071,54
69971,62
129490,0
31596,55
64923,18
80139,0
76154,68
106194,46
44260,5
98386,16
91562,56
90644,0
88354,45
17494,72
24643,0
158341,71
173168,0
65660,22
107206,4
55137,56
70901,50
4144,3
88226,33
154527,36
150704,25
14749,66
93141,0
44909,4
10874,67
111049,0
33476,48
144068,0
136012,25
99487,21
9164,59
24581,0
30972,49
138837,51
172739,50
166548,25
37784,69
127965,0
97731,19
146987,12
6245,12
12638,50
94212,0
130515,13
167000,25
114355,13
22281,0
48021,33
36993,0
98913,19
10240,55
109237,1
9948,56
111313,0
114279,11
14839,54
114975,19
34565,49
147453,11
6729,32
5175,6
32342,52
4068,26
124328,0
80134,0
55356,60
139782,45
54506,62
27985,37
56530,60
143055,75
33230,48
101433,29
65984,32
133903,20
157704,0
62779,3
161749,5
173178,0
101953,32
9774,51
159727,0
128586,0
65894,32
95493,0
90886,53
125192,0
6006,10
94854,0
38417,5
172703,54
145534,0
87338,33
84966,31
38245,12
138243,36
32770,47
71881,51
78903,0
26424,21
102459,29
110795,0
112870,0
137716,29
85577,33
159219,0
166434,21
80112,0
109297,0
64962,31
144485,0
166907,21
28320,32
121108,42
86783,45
147449,15
102108,31
59534,0
91256,60
62174,0
95399,0
129715,0
72818,67
125492,3
13980,63
148788,26
11731,56
74000,57
144584,0
14345,56
71054,41
158017,62
118284,26
90620,2
161356,4
10504,61
28916,43
130210,9
19293,38
98103,8
169209,32
29864,37
169401,43
158542,12
93162,61
8497,55
52859,49
15596,65
57096,67
113678,5
76504,79
71360,54
161022,0
91139,0
103649,31
45470,22
42700,0
78055,0
61471,0
107810,54
60704,0
5604,4
19727,30
145253,0
42955,0
44175,8
99194,20
160802,1
124835,50
134919,29
137928,46
115788,24
163712,20
38955,13
140429,52
75046,65
147721,13
110806,0
113851,9
154317,46
18536,75
124772,0
136191,27
129186,0
139958,0
108832,53
49667,39
50001,40
5588,13
71427,42
83461,28
154901,1
15626,56
170689,40
89923,0
142936,28
31022,42
134097,30
70476,38
48474,43
45587,20
86983,32
70751,47
65188,31
50199,33
83701,27
30116,38
172575,48
50057,57
119670,30
58347,25
23297,0
67977,37
43830,0
21963,11
34784,54
38696,74
108289,0
55806,58
88932,38
148874,24
8033,43
120415,35
28291,38
80517,0
168446,38
70595,35
76444,86
79296,1
33392,47
95780,0
155960,0
61092,0
47730,39
123429,0
117854,31
14827,55
86333,35
28311,35
37147,0
35361,10
95560,0
121518,45
133166,25
154152,34
170442,46
71954,44
12551,56
60830,0
38404,65
133469,33
28323,32
27080,32
9481,68
38592,68
28713,1
22481,0
59473,0
142553,67
113368,1
125257,57
171614,0
85039,32
66318,38
2584,15
173467,62
52522,40
138980,0
33334,56
36821,0
123322,62
130600,14
142152,0
167802,33
86080,33
68974,46
146387,6
166808,21
132967,33
118666,25
118734,53
124912,0
53718,46
131946,21
33268,45
26330,31
117104,27
144755,0
168071,27
161148,0
151087,43
140304,46
167755,27
33932,53
73581,0
37726,62
68690,35
32302,40
120680,34
78574,0
66817,36
22018,7
48460,49
145461,0
2771,0
99938,26
136075,28
164597,26
131243,7
131347,10
151239,37
111238,0
10723,58
118653,31
103869,36
95721,0
8051,32
123702,55
150965,22
42989,0
57192,59
79600,0
4474,18
120364,34
141963,57
119152,27
16635,6
7266,71
69347,49
153127,29
95842,0
158838,0
108785,0
133084,22
83426,32
174281,0
72481,41
84417,28
96238,0
131628,18
96619,0
48255,42
52432,39
121736,52
145897,0
168677,29
117052,25
138384,35
130132,6
80862,4
74117,0
147400,11
117103,34
73804,56
84792,25
131917,27
11200,50
125603,57
146448,8
140192,49
145307,0
6322,24
168541,35
58845,0
5055,7
60153,0
19670,91
27549,38
51898,39
29900,42
162615,9
10066,77
89985,0
53313,59
45537,18
79039,8
173694,1
145022,0
149107,31
52841,46
14875,65
82671,16
54508,57
68313,40
59105,2
7728,52
163591,21
44256,7
63346,8
163674,23
143630,0
131671,28
170386,0
90193,1
159591,0
172517,53
21615,0
28450,38
139430,40
164831,23
477,41
152243,31
122704,0
81854,17
127825,0
42019,0
50524,41
103169,56
123291,52
115944,24
104863,34
102570,29
141697,67
155619,55
57177,3
80873,2
145158,0
106921,0
32073,45
5582,12
30951,45
42097,0
117914,29
100707,32
77581,0
3087,24
95314,0
151754,22
154122,38
76507,29
124440,50
84530,36
61543,0
129570,0
160511,0
163942,20
100959,37
82351,19
87650,34
132368,23
139939,46
150988,21
145059,7
18237,4
100738,40
33705,53
28542,51
163965,21
89899,0
138504,40
33559,64
5766,20
149952,28
149794,20
30181,37
102325,31
99872,26
92293,0
108054,56
129888,0
47570,43
95610,1
18125,23
146886,16
112592,0
28216,37
32505,40
157849,61
30303,44
16839,64
50905,46
114425,10
167603,36
67788,33
44850,5
159604,0
50475,37
62421,0
66428,41
29049,45
141962,4
154980,40
85456,30
107339,0
125449,56
91637,0
166659,29
16889,27
155323,47
44251,5
54417,13
57384,69
101028,40
71172,43
66848,44
111933,0
171650,0
104282,30
112837,0
6257,11
66588,43
19482,79
32111,39
125095,53
59728,0
174055,71
95041,0
6904,35
76310,71
129372,0
119442,24
84063,36
111848,1
144020,0
28917,35
79413,0
11,0
170147,41
133102,21
38483,21
31329,43
115383,13
141184,0
117694,25
83246,34
123029,48
123694,0
29826,44
70170,40
60617,0
118398,25
78764,0
28513,46
8748,54
39538,0
95738,0
146212,10
154087,48
88547,38
24469,0
145667,0
50941,34
11100,65
31813,60
5512,19
21546,0
1812,0
48256,45
106941,0
42832,0
49321,34
126779,75
139711,58
114294,8
56844,62
41551,0
88899,40
80081,0
114253,9
34988,53
84617,29
56537,0
583,0
148733,45
105844,50
48890,46
1586,4
148299,19
159036,0
152778,32
45064,14
121702,40
109146,59
31624,40
81872,17
127253,0
157678,2
165328,19
166163,26
42090,0
122279,38
19313,19
109172,55
63907,23
97953,15
116426,22
138889,36
5115,16
171414,7
71308,43
124443,0
17068,78
27852,33
105937,42
7602,45
112425,0
109740,66
153035,31
112479,0
167962,32
135283,32
161868,10
150133,35
116248,23
64150,18
11666,67
15862,85
144227,0
42633,0
131249,16
67581,30
118662,32
150317,22
68139,34
136527,34
19872,94
103105,40
147018,10
35551,0
100926,28
59250,0
35726,50
14268,68
146289,8
148837,31
69169,38
157214,0
123117,47
138414,35
24235,0
169090,36
119864,41
75009,0
48218,35
135983,31
131192,9
38271,9
33740,48
90497,0
105083,48
78741,0
61906,0
75480,59
51280,55
18048,67
141915,55
76753,0
18519,15
130528,13
64311,22
122051,39
139336,42
49721,40
59559,0
35021,50
102312,26
76191,7
65806,43
162672,12
41449,0
79012,0
9000,55
12966,55
21445,0
20623,0
152709,32
48497,37
49677,37
19634,76
159357,0
123898,0
147649,11
160859,0
141236,0
130802,9
123133,56
35359,10
100863,27
70973,53
22851,0
88037,40
165150,23
145211,0
10158,57
130572,7
24481,0
44790,0
25115,0
149408,25
87531,38
2702,1
139469,39
31300,45
116715,23
42179,0
165001,20
37416,62
3802,16
41028,0
159486,0
67288,40
103572,39
68579,30
147069,7
2530,19
73504,52
130724,15
48746,42
72627,0
138233,37
140918,51
96141,0
56787,4
93283,8
36782,66
110438,0
87842,38
158401,69
169366,41
17151,10
73503,0
47064,34
133394,33
163912,19
142849,63
56939,4
16618,59
99298,29
120727,34
92522,64
119799,36
1345,0
156101,48
16104,70
103757,30
170358,0
117633,29
36679,8
164794,23
22326,0
97979,13
125104,11
170772,40
8113,47
164324,22
115576,20
62588,5
77370,0
123445,3
114061,13
103498,26
122125,40
105915,40
89050,41
105163,45
111139,0
61796,0
132946,37
100110,20
22610,0
36031,59
39501,0
36496,62
158127,61
168429,35
92418,56
57494,68
142630,0
139617,45
118034,27
101771,31
112153,0
102563,31
165393,21
60234,0
135085,23
1384,0
161105,2
4604,0
114114,15
64647,23
125578,0
56667,3
86160,31
109953,16
38704,74
159930,0
144645,0
102060,30
126847,32
28785,44
47896,37
97370,7
18271,50
142978,4
22410,0
111753,0
66945,36
65286,21
29202,49
65937,49
143487,0
35990,57
78044,0
77239,0
100902,28
45179,11
44272,5
104274,41
162353,5
127790,0
23177,0
24202,2
84611,35
134896,36
69998,40
3975,3
74008,51
1202,4
138259,44
143623,4
9341,65
11696,60
119751,29
126933,0
112461,0
109994,71
66631,29
161035,0
138436,39
31312,47
64306,21
141373,52
93894,0
60331,0
118298,27
109886,65
131146,9
5365,7
54416,49
3612,0
46424,17
107894,48
155233,38
163866,25
11983,50
159149,0
52565,40
61650,0
37579,4
169118,45
4779,4
122518,0
170558,37
64351,23
117955,46
79577,0
94112,0
107923,0
9798,49
30321,40
3731,19
138146,43
46605,19
118359,24
42671,0
36394,63
96083,0
101822,32
159369,0
5370,10
148947,20
170538,48
12714,62
136275,35
2849,0
8561,54
15059,56
4665,54
87666,38
97608,12
146640,10
37538,61
144424,0
53931,55
62343,1
33646,54
126575,69
160118,0
171643,45
57700,69
10122,58
53424,44
39588,0
130139,8
143786,0
131359,15
76009,15
106804,39
100396,32
98765,22
110044,69
114729,22
99285,20
23281,1
110142,0
129299,0
87808,39
79715,0
16990,65
24705,0
25011,0
83333,30
120564,33
6031,11
30502,40
123339,0
18331,22
40257,0
87807,36
41170,0
9242,57
138690,33
24332,7
128459,0
76839,0
52597,48
49637,39
2796,0
151223,27
41493,2
62208,1
95715,0
63166,0
147621,12
76118,72
159984,0
7306,55
59108,0
159196,0
164116,24
92483,0
44715,5
109719,1
112443,0
117327,23
100900,31
56280,70
146646,10
121175,34
169756,31
14468,72
108391,0
16067,36
121538,44
76802,0
64073,21
122795,49
169412,34
19916,85
146230,8
9741,57
72929,45
122805,49
172769,57
110094,72
57136,61
118629,26
145478,0
99807,22
71477,39
40735,0
83690,31
114712,13
89866,42
40381,0
163276,15
170203,50
113165,0
103846,37
102451,37
1370,0
125444,0
157455,54
129660,0
169575,49
144841,0
93017,1
113236,0
58222,69
100184,28
96362,0
10554,56
120777,31
38556,70
58040,70
121325,44
107155,51
85688,28
117389,24
88211,39
150037,20
169493,34
99188,40
7823,39
147202,13
101913,27
126350,0
97217,9
116466,23
108449,0
75833,3
2338,3
172954,0
36810,68
60881,0
78882,0
130543,12
94157,1
73700,66
173430,0
39216,76
8753,45
33255,48
135234,34
139671,47
128653,0
10150,57
166869,31
78326,0
98708,22
155203,40
31049,41
96346,0
10772,48
51420,40
171561,44
148093,21
94663,0
80809,4
135423,22
162888,13
24712,0
135503,27
148312,25
133396,49
40112,0
140868,46
142919,67
103179,43
804,0
77534,0
130110,6
65856,32
56084,58
104001,36
71639,42
100398,27
66807,36
94963,0
31366,47
83039,19
141105,53
89986,49
39982,0
166776,29
84657,44
120863,38
79318,0
87286,46
146321,11
153090,28
136468,31
77687,0
117692,25
148671,28
142851,67
142746,0
162471,8
158378,0
53649,58
118631,30
116893,23
31997,44
60627,0
116240,19
37378,61
52851,43
21324,0
135177,24
60371,0
110970,0
58868,0
140830,46
66516,37
29054,43
24515,0
90818,62
149211,23
143051,71
116059,17
39741,0
153697,33
24953,0
88561,43
20070,80
150668,23
60889,0
151850,21
64895,18
32764,52
156295,44
154387,39
59186,0
42487,0
129011,0
146822,9
20766,0
45236,12
142749,76
121910,43
112646,0
33460,42
80921,8
56204,62
75799,3
41996,0
45115,11
63584,10
9975,57
97049,0
50335,35
80043,0
9985,55
17656,66
125923,66
31043,53
116724,28
5999,10
95423,0
85489,28
24523,0
56018,62
6576,12
156240,0
141741,59
163742,19
88230,37
45495,21
79706,0
139846,48
64785,19
16115,32
113405,0
138556,40
135782,32
116988,33
109742,69
3995,4
150327,20
135911,35
25838,6
33118,42
35499,9
103662,37
213,1
83469,24
20429,0
66721,33
173608,1
130898,13
117160,39
66532,32
112173,0
53807,42
127078,0
326,0
83851,36
18563,10
92317,0
71264,47
34137,63
12233,44
126006,0
152507,30
173157,60
51386,40
89804,43
24968,0
23779,0
16261,4
95405,0
33752,53
141817,57
87604,42
13867,69
137355,40
51848,40
160478,0
54791,46
141201,50
94083,0
10949,54
88556,53
37291,16
149131,20
168870,36
64623,17
161366,2
78529,0
12579,51
23317,0
91060,53
60492,0
46860,38
63152,0
164356,18
164454,21
87552,33
156303,1
171119,50
163288,22
67742,32
25113,0
135329,34
156993,65
149401,23
103159,31
87551,32
77971,0
167297,41
73286,55
61226,0
92809,4
174118,14
68229,33
141858,0
83696,34
170124,0
42481,0
53980,43
114378,13
161007,0
162634,11
159083,16
107969,0
66664,34
47615,8
77351,0
85113,36
70813,41
64903,42
89126,60
98666,15
141286,0
68190,41
79536,0
110425,0
108170,60
34289,54
116885,36
65494,24
104686,36
11104,64
66010,27
141059,48
50484,39
71596,42
125301,58
53960,45
153675,41
5579,4
138527,38
27362,29
5672,42
66294,27
105681,43
3908,9
165305,18
28654,40
80065,0
87885,38
155100,49
109182,58
37816,59
60701,0
65254,20
121989,39
3076,34
49462,43
78250,0
151588,22
146950,12
174305,0
27243,26
117748,30
108259,0
172451,56
93037,0
145177,0
151759,22
40516,0
55670,56
95072,0
158140,1
92626,60
139551,44
301,0
173421,60
159949,1
165514,25
30780,47
63206,0
73225,0
90160,50
118270,34
96398,0
38571,6
144366,0
150347,43
67161,37
27292,31
114374,10
30142,49
40107,0
137077,32
77282,0
126647,72
118442,37
101625,32
119669,27
70032,35
111106,1
62387,0
55523,2
159897,0
81984,18
165136,20
101285,26
83073,21
21876,0
29005,42
90619,52
92705,0
90681,53
170237,48
78917,0
27448,26
7047,23
167747,25
75606,63
160857,0
110769,0
42978,0
158612,9
53021,40
137968,35
96786,0
118822,35
63233,0
167965,30
73653,0
99206,17
127092,0
81309,19
76906,1
137591,37
40300,0
150171,23
95137,0
56616,64
150607,27
152184,24
107273,56
1226,1
62142,0
162806,16
146811,15
16247,5
172513,60
152524,26
6927,26
164310,17
77055,0
54807,50
15649,52
68559,40
170236,0
85394,34
25616,6
111254,0
55151,57
16058,56
61661,0
57854,72
143966,0
129329,0
1454,0
94677,0
41197,2
81409,18
82591,22
17594,69
170610,42
53914,50
15894,72
171338,46
87306,34
2800,2
33308,51
19877,32
13385,57
71838,47
117968,31
168539,34
30635,46
152194,27
32806,44
41201,0
15962,64
19827,23
60093,0
83130,43
3716,21
159055,0
145857,2
60166,0
21614,0
66977,29
132184,24
74141,1
114656,10
81304,13
27890,33
87775,34
160241,0
69822,31
64011,24
36962,61
108292,49
126337,65
134086,26
142984,21
140464,0
123867,0
80149,0
147447,21
149418,23
132766,27
11898,67
23420,0
125790,1
54173,45
81857,21
147474,27
126467,66
97834,21
146437,9
50285,41
105631,46
115385,19
147716,15
14246,49
104316,33
96906,0
169618,33
109346,66
17978,71
52792,51
123774,51
33503,49
114339,16
63142,0
143981,0
109440,64
125247,53
1878,13
117423,21
150437,21
85761,34
55104,0
71852,46
104175,31
87349,39
61815,0
78260,0
6931,33
144271,1
54572,53
105180,36
44523,4
103816,33
55021,0
149013,38
52671,47
170657,44
29313,43
20129,3
152816,26
25001,0
155825,0
115470,13
508,16
45090,12
20801,1
159111,0
111231,0
87001,43
56359,0
42872,0
149940,22
31380,49
150211,26
63839,13
1075,17
42126,0
65828,42
157069,49
64405,16
137947,35
20205,0
97270,0
162966,11
56576,57
170271,41
86417,28
32269,51
60315,0
97717,7
156046,0
88559,36
70932,40
172495,53
46745,27
134639,30
26524,16
2846,0
172003,53
102530,33
18092,72
125359,57
125273,60
88278,35
23058,0
117510,31
113328,0
170349,52
58067,20
173703,63
36649,3
130746,15
66908,36
41297,0
43842,1
84760,25
71582,39
25116,0
65539,27
79334,0
115836,28
37205,2
2769,2
62057,0
167939,24
171612,0
27286,24
28053,36
50127,45
150202,40
155045,0
157362,0
37688,64
64466,14
67356,28
171722,0
21370,0
162863,11
89088,39
68467,35
49181,41
155597,45
144425,0
172478,0
108561,1
58917,0
98964,21
101597,26
43644,0
116406,32
92082,53
160756,1
14221,51
44848,8
152943,32
39114,78
129461,1
52555,39
67833,39
167528,27
36443,10
113347,2
5076,35
129103,0
103678,28
82744,22
73146,52
166200,35
93284,67
60590,0
61567,0
85969,42
119834,24
132342,24
12494,70
170315,45
33429,49
68806,34
135649,34
104925,35
48782,36
168684,33
99888,26
30004,43
116887,21
149785,24
137049,39
98449,17
75775,0
8601,42
88193,36
144025,0
102,0
53384,47
101340,29
58379,24
21147,0
70569,35
87219,43
75378,60
16686,80
127428,0
57710,74
20,8
106049,40
71159,39
136576,29
38318,69
105707,48
103167,41
125515,60
100893,27
133188,30
37268,64
108908,53
110266,0
146717,10
30336,59
21047,1
156968,0
119010,37
18579,11
90669,50
17553,14
139040,0
171477,45
28763,44
13102,67
117701,31
46399,18
116401,38
67248,43
51708,40
165095,21
86345,45
79440,2
129761,1
168583,29
118842,22
26381,16
106200,40
94477,0
89892,47
74301,0
63250,1
141165,52
82457,13
169521,33
134077,27
137886,36
70588,36
36957,0
138852,37
108606,54
66946,36
170159,53
111995,0
49209,34
170842,47
54582,54
38945,21
165452,31
136786,38
144524,1
120932,47
172945,56
155606,2
105882,43
118924,30
43754,0
119448,38
165202,25
95557,0
70528,36
24374,0
53713,48
18697,13
92224,69
72389,43
81250,14
155432,52
115128,21
10740,50
169055,34
128105,0
123038,42
93771,19
121734,38
71411,42
67043,36
41937,0
159173,0
66671,43
91979,8
140265,0
126469,66
54258,57
44190,0
100428,28
111591,0
124307,52
91995,0
72609,0
93704,75
69818,38
10036,46
32730,54
92083,0
125559,63
80039,0
116788,24
108645,0
172354,0
134856,30
72774,60
125539,68
134369,25
46351,23
134061,34
8161,36
154500,46
79829,0
73335,55
98687,18
87225,33
71209,44
163411,35
174282,0
17719,20
72696,55
129636,0
32288,40
142186,1
37614,64
25915,3
151870,26
6832,26
153517,30
113708,10
2636,7
49939,39
31221,53
174258,0
13735,60
38719,17
117440,22
17392,64
151888,21
133132,26
53601,46
117315,38
84666,30
129724,0
140269,0
66750,34
6556,16
82199,21
65863,0
148675,23
89188,39
150938,23
19837,27
102961,38
169651,40
15404,63
2463,53
39436,0
162997,16
19331,13
166900,21
121577,35
113225,0
37868,72
115025,19
36889,8
39597,0
167593,34
154071,38
172864,2
97112,0
52188,47
27781,33
148002,17
104973,45
33824,53
13719,56
97710,7
123352,52
11191,49
126635,77
94441,0
132862,26
121283,31
165193,23
30045,40
11203,47
127149,0
95088,0
64164,22
110301,0
42602,0
47763,35
32534,46
69813,55
10064,78
130272,7
85511,37
105496,36
2034,0
116496,28
49083,36
91166,49
109087,0
20697,0
62101,0
84429,29
55194,0
91918,52
60987,0
93379,0
29239,44
52871,50
82902,20
170836,43
168719,35
6606,19
34774,54
126386,20
92936,60
84887,36
115262,15
90813,0
61372,0
124278,8
92165,5
52230,54
74297,1
6686,46
13125,57
170493,39
14622,59
144879,0
31154,52
46178,25
137035,38
157124,0
9630,48
135456,34
131408,12
38720,73
25175,14
52228,35
170872,43
30963,51
145160,0
169900,34
148647,20
41660,0
39940,1
87335,36
64906,25
129773,0
172667,51
169625,40
53485,50
114083,8
133713,26
121582,55
89518,47
81316,12
77310,0
8379,36
75231,0
66574,44
166153,22
42007,0
156364,53
75150,67
30922,39
92383,0
146012,4
79592,0
3282,27
54988,57
137793,35
14234,51
65005,21
124455,0
112013,0
89621,45
58773,0
168459,40
129777,0
138899,35
170169,43
128520,2
42684,1
34006,54
55779,0
22296,2
90753,54
120637,37
59088,0
43033,0
18719,31
74470,55
65217,21
119,2
134719,22
133061,24
74150,58
98939,21
113238,0
3730,20
52395,41
123155,48
69926,55
31587,51
142162,0
25539,12
50122,43
60170,0
142881,71
42228,1
111886,0
145557,0
144038,0
161997,9
49646,41
63583,9
103824,34
95255,0
18539,13
25641,13
55196,3
39482,0
156701,52
6312,22
142277,57
62955,0
4941,14
30264,38
59878,0
108346,58
16670,72
10697,55
50829,33
75735,3
116154,24
45796,27
173460,0
65596,24
130346,12
8774,50
115833,26
64916,30
93913,0
44696,5
169020,37
15666,80
133369,30
157252,0
28697,1
85814,36
81066,6
29307,39
59558,0
165467,22
124596,0
120770,35
151052,24
3242,11
89089,56
82780,23
167660,36
82883,25
151032,32
157013,49
144277,0
73746,58
19936,88
123025,45
119748,28
98125,15
91191,0
170528,37
18762,68
113185,0
19658,78
143484,0
63457,6
55747,8
62266,0
67515,32
159871,0
164783,25
77486,0
20088,77
104889,39
47532,42
32935,46
171320,43
78307,0
170548,37
30931,59
141465,59
139474,45
51410,39
107670,0
61390,3
129730,0
78541,0
141708,1
95051,2
84352,27
49144,33
163611,20
96865,0
15149,64
72326,49
83153,0
85239,30
147774,17
62282,0
13154,64
25172,11
147379,13
96173,0
63072,0
73886,54
12359,54
49315,39
61611,0
10045,56
42947,0
68074,33
113134,4
23698,0
15600,56
31590,41
124041,62
30821,44
5095,24
64598,22
61824,0
92509,0
55281,0
114825,9
29999,44
171324,47
57841,5
36075,65
48627,37
12080,70
46869,34
10890,60
122072,35
94926,0
137659,42
97332,4
5961,16
84359,33
75557,4
98928,21
8950,51
44,0
163839,22
111329,0
36093,60
18142,74
56074,58
64241,13
94638,0
173816,1
164705,26
158256,0
130573,11
56669,7
19666,89
122839,47
114493,12
163495,22
94869,0
155768,46
126264,0
9092,66
25541,20
98078,15
56708,60
173681,61
24183,0
51073,37
104109,29
106738,50
121882,35
82356,14
64563,23
110649,0
57471,6
53996,51
112249,0
19379,15
9976,51
5760,16
103707,31
89619,48
52249,42
107559,0
144641,0
33555,63
93952,0
116780,38
47123,31
145310,0
121524,38
93828,71
59243,0
91527,0
52575,43
35263,58
117396,26
129227,0
47375,26
144598,0
50076,46
33109,45
97508,9
161006,0
13087,65
134873,24
69838,37
56556,58
27719,22
165044,22
87049,31
97751,13
154734,37
34476,57
128201,1
18155,12
116732,31
49658,36
81139,14
171374,46
84439,26
167252,23
15599,54
163329,19
119067,29
119897,33
48158,38
79279,0
72548,53
135851,26
139868,49
100081,24
126735,69
72857,0
10221,59
33328,52
135428,27
79093,0
164144,36
135823,34
8523,59
143436,0
102365,29
48006,33
1417,0
71513,58
163440,18
51501,48
32056,38
66633,42
22843,0
88023,36
5114,10
107425,0
103335,31
43371,0
40534,0
11735,54
30077,39
75442,56
100333,26
37221,0
92632,56
93421,8
713,0
144585,0
110385,1
5719,33
132327,28
138818,41
163890,19
170273,53
116126,28
5875,38
2115,0
159586,0
85018,35
47162,27
85174,35
66085,26
127898,0
56873,7
146195,9
161979,16
9621,46
61690,0
70950,46
170455,35
121884,35
53115,46
160534,0
82835,27
92756,56
13001,49
36161,56
66016,32
14639,55
42590,0
13396,49
59669,0
59373,0
4890,30
59038,0
36461,9
13281,64
152208,24
23797,1
101681,26
87669,33
16423,62
160528,0
81905,20
170620,44
79515,0
20097,33
60102,0
52516,40
145017,1
13519,58
12229,47
86121,29
68470,29
118155,24
77931,0
159551,0
109750,67
58610,0
95857,0
65684,27
124961,57
18871,22
146756,21
13430,55
20821,0
85631,33
81048,7
32067,51
104687,33
70140,40
106278,46
436,0
134226,31
2071,5
121645,48
49441,33
101662,32
149872,25
137544,42
77777,0
97016,0
148015,24
151507,22
41872,0
153761,40
117610,24
59508,0
4459,0
158004,0
70711,45
144863,0
123494,49
158085,64
79506,0
70927,46
132607,22
131482,10
102419,25
88265,44
130782,15
110618,0
29747,42
55629,0
46139,23
162073,13
157665,57
141446,0
5244,0
114903,17
133792,27
49487,42
8150,48
39203,22
28169,41
21862,0
132646,23
94053,1
55577,0
146239,8
22685,1
29880,37
97595,13
105629,43
7879,57
91630,64
14592,58
17524,72
112867,0
164786,23
161095,0
44218,0
4913,22
98477,20
81342,13
60663,0
104503,30
163356,16
35625,17
80220,0
2302,39
26480,13
149715,22
89556,40
131979,20
23621,0
154229,38
148945,23
119637,34
51434,36
98307,15
70634,46
124715,56
119425,33
33091,48
42737,4
39011,20
142133,64
52704,45
72660,51
80047,0
10493,63
20959,0
171126,0
54030,62
103785,49
71274,45
76352,70
157799,57
153300,40
73033,51
85629,28
170527,34
133057,50
15138,62
173038,0
59572,0
134448,27
101725,49
101606,30
111226,0
91953,0
54610,50
160031,0
90000,46
135458,24
35926,61
71423,40
119892,43
102718,27
147732,17
50529,36
705,0
152818,33
101527,32
13779,49
13240,47
170631,51
39544,0
150157,27
155697,48
119232,26
149938,24
3156,15
146994,13
90206,41
129610,0
92570,65
62152,0
48323,42
138487,35
154224,39
575,5
105926,41
59135,0
85614,34
25033,0
8345,50
93642,69
164950,20
78955,0
30789,46
120937,36
115816,25
132973,27
121521,35
27839,36
15671,78
74105,0
168808,39
4343,4
150530,25
111947,0
166530,31
137352,35
22058,0
122018,36
5286,35
95262,0
114259,15
156523,57
53995,60
67676,32
116928,31
129075,0
131816,13
124395,0
21196,0
108164,58
135790,31
52974,43
31196,44
84221,31
15974,65
21271,0
6053,10
56906,62
162121,8
46683,30
40560,0
1415,0
71658,59
34463,52
76836,2
169671,52
92512,63
61801,0
133097,27
37345,0
98566,15
25669,6
64697,31
128598,1
65986,33
148027,25
47790,34
151237,31
153752,32
125819,61
137964,34
14785,62
131159,13
67404,28
49509,48
146855,9
89574,46
57938,78
146281,9
89659,39
81359,21
95773,0
93968,0
169276,39
144293,0
12387,53
138420,36
60464,0
168000,31
40389,0
43799,0
115453,19
99620,30
86116,30
41710,0
143877,0
101003,33
157293,60
15751,66
118743,30
9911,64
66831,36
64593,28
104734,51
75702,64
21976,9
162343,17
148771,46
29523,41
37513,0
94254,0
88084,44
148829,21
22570,5
36846,60
71465,44
32318,46
56935,4
63324,9
170291,46
90107,6
14312,60
74053,0
5303,17
39746,0
90040,49
143067,70
129432,0
111740,0
41700,0
66689,31
156253,44
13303,64
167144,27
95793,0
85531,31
70007,36
101373,29
37401,0
147404,11
76738,0
136794,41
155958,0
6843,18
24689,13
145209,0
159864,0
3182,13
143122,0
147805,18
27923,27
21393,0
8019,47
986,2
24450,0
140194,55
120789,34
41200,0
33181,58
48195,34
89754,43
36768,74
133056,26
95863,1
69125,34
171744,0
85742,40
29931,46
72066,43
148198,21
45664,29
72734,55
4615,0
110766,0
137003,34
25007,0
53894,48
162472,11
35532,65
114357,11
86312,39
68956,39
158287,65
38681,20
139938,0
70226,40
112222,0
99727,24
37415,0
52056,45
43191,0
107788,49
142451,70
27474,24
90588,8
20552,0
44368,6
170198,0
146168,11
20590,0
68511,32
84721,30
18035,9
81636,15
50548,41
126958,0
82547,23
110902,0
168555,33
17364,65
82962,25
154695,51
157847,62
116848,30
170702,45
71761,59
71052,59
21003,0
100833,31
133473,24
36614,69
44128,6
92255,0
109618,61
22361,0
73327,54
6515,24
91093,0
164983,25
134941,24
146527,10
119969,28
20974,1
84385,38
72224,46
36292,65
164431,24
157174,0
6976,26
116527,32
82259,20
63796,18
84725,32
101099,30
59719,0
111985,0
32816,54
21138,0
126405,73
52530,46
54657,50
63299,12
97668,12
95801,0
79155,0
52599,53
29650,45
73656,51
121508,40
89334,50
81637,19
62890,0
138066,37
165058,25
77673,0
54176,52
59146,0
99912,27
21921,6
110316,0
124199,51
68183,40
163146,12
70501,49
128945,0
